date,Goldilocks,Reflation,Stagflation,Recession
2002-07-31,0.023567237152327548,0.014312058007412394,-0.009188512478248489,0.01963012302670021
2002-08-01,-0.02332171722503775,-0.02968096794477835,-0.006294965005454884,-0.0115336578378005
2002-08-02,-0.011583045091613476,-0.018233667941641232,-0.006586337135742044,-0.0023284105939103865
2002-08-05,-0.02681883684411014,-0.03363834312527584,-0.006755220566879973,-0.013086536229191028
2002-08-06,0.01767257705044254,0.027893071984201122,0.010284780648044294,0.0057293186088831875
2002-08-07,0.024783536695262322,0.01975352316864543,-0.0049657278123311785,0.016731297074330118
2002-08-08,0.027436737839400024,0.03149919481626773,0.004126742691153422,0.014365163669903433
2002-08-09,0.014821735542829709,0.008453110034674905,-0.006304339793869091,0.01335071154101392
2002-08-12,-0.0023526914833174226,-0.0008617503669692279,0.001555226830633909,-0.000207783454238026
2002-08-13,-0.009693357983801798,-0.0169670126581048,-0.007209368960017289,-0.0010430587294728414
2002-08-14,0.035749443375378484,0.03936564579260203,0.003680488131509256,0.01966528312569794
2002-08-15,0.0028677971912308507,0.012259051649330742,0.009455540172385606,-0.001775530499037721
2002-08-16,-0.011404283874551741,-0.00468484105953737,0.006783728529300086,-0.010786579430268268
2002-08-19,0.024988653624029113,0.02483191117864619,-9.245673109720805e-05,0.015555515591874266
2002-08-20,-0.00024134222501739151,-0.010409266670172463,-0.010103638730869358,0.005378235566279092
2002-08-21,0.00899019009231981,0.013240139787055294,0.0043142354090211985,0.0038851646631922355
2002-08-22,0.005948961074480267,0.011567707726533014,0.005683032366338463,0.0003437392731468301
2002-08-23,-0.01593359964873311,-0.02101149610999337,-0.005013610746974546,-0.006844913607802
2002-08-26,0.008148120722847632,0.009722031987262358,0.0016381969787004388,0.005161432907894652
2002-08-27,-0.018398171995230934,-0.01627284918567861,0.0021896085238380363,-0.01283713497168288
2002-08-28,-0.012512607286971586,-0.017841517903744865,-0.005264624902487565,-0.005299416212682311
2002-08-29,0.006862232637830793,0.0029244093368509406,-0.003873537586694138,0.006887946923545079
2002-08-30,0.0008946281894631576,-0.00031570489288249633,-0.0011460473680599396,0.0016608246644798038
2002-09-03,-0.025248813598899744,-0.039961085367684016,-0.014647589229101731,-0.008614283026246014
2002-09-04,0.017245087497336886,0.020241586545896195,0.003061181588241852,0.010122857201056741
2002-09-05,-0.010026337280703566,-0.010860710199780316,-0.0007696903793942099,-0.003634546949646695
2002-09-06,0.005179854022653419,0.015203473423319718,0.01008830194034884,-0.0015345317551701825
2002-09-09,0.007918398097774117,0.01131364254717962,0.0034599269890880414,0.0038905033709388396
2002-09-10,0.012547190400317489,0.00970000022908926,-0.0027825076315456886,0.009638647973208852
2002-09-11,-0.0055490596694133245,-0.0016021886166404388,0.004011553592455425,-0.005529364424939372
2002-09-12,-0.01686498382281143,-0.024313330234111558,-0.007383663871617584,-0.0070169450041419
2002-09-13,0.010229092354610893,0.008389243466343005,-0.0017751663485853484,0.008942141403916243
2002-09-16,0.0019108893082658853,0.001469124002521942,-0.0003770827660614036,0.0013439672990598274
2002-09-17,-0.014917499348900517,-0.019275932624621652,-0.004293750736038593,-0.007001528340478628
2002-09-18,-0.002918630134658095,-0.0023334849862535942,0.0006498276880870404,-0.0010651967851914867
2002-09-19,-0.0226293521890486,-0.02793152068262965,-0.005237485953898506,-0.010590901312361137
2002-09-20,0.0018355065614416035,0.0019919836549441893,0.00022115963318512544,0.0008800417263701666
2002-09-23,-0.005409836934718524,-0.008984896221230892,-0.0035103767468298293,0.0001444107795408307
2002-09-24,-0.01202535625621026,-0.01580623688861583,-0.0037161980927230332,-0.005088066673910313
2002-09-25,0.013665004679390193,0.02029609407840855,0.006695771938700896,0.003644794379989685
2002-09-26,0.017267088127918162,0.01816093238348531,0.0009585267952496872,0.009931353904462188
2002-09-27,-0.02244983389350741,-0.02828552785318997,-0.005771011420000021,-0.009527946749666954
2002-09-30,-0.005916108047584022,-0.01198934521969609,-0.006008554632429529,-4.755708869937524e-05
2002-10-01,0.026837678433922887,0.03666760202687806,0.009892622005653594,0.010853016020779292
2002-10-02,-0.01843772456346081,-0.022214273971283702,-0.0037138509951244814,-0.009064016214979459
2002-10-03,-0.011752234644193936,-0.014846049590026606,-0.003031116533134256,-0.0074099505997041355
2002-10-04,-0.020966165429489578,-0.02249637985991199,-0.0014675160177239984,-0.011969449913495005
2002-10-07,-0.013343384617516373,-0.016736317220776717,-0.0033302341905619335,-0.005670990535407145
2002-10-08,0.014450202046102102,0.01697110738761043,0.0025836037542067403,0.007557063246397693
2002-10-09,-0.019697835911443015,-0.024867496059695793,-0.005106961735554362,-0.008798122079957832
2002-10-10,0.026402529187800908,0.03060654269237592,0.004266711917273423,0.01239941385728217
2002-10-11,0.028272865170335466,0.037537157204376136,0.00932699044673908,0.012675029690461592
2002-10-14,0.006020596630761612,0.009052372354439333,0.0030944741363761333,0.003114342657389941
2002-10-15,0.022038199202748368,0.039390080242158405,0.01741457945210846,0.0031282309643988777
2002-10-16,-0.0241196553754177,-0.024487377015600695,-0.00030502322748458165,-0.014484332907790304
2002-10-17,0.014271865433141085,0.02025504774946432,0.006045880729021645,0.005368667679398292
2002-10-18,0.01026030817913416,0.0069567344112680465,-0.0032408753551677015,0.007921263469316027
2002-10-21,0.005720579323087628,0.0095606666788647,0.003902785768475485,-0.0011879244232032076
2002-10-22,-0.01143208885506618,-0.012100233452955328,-0.0006054461851907352,-0.007157081607372257
2002-10-23,0.009847537604618553,0.0083982741476792,-0.0013865650442409412,0.007181976215779157
2002-10-24,-0.00816974614090159,-0.01275559177767369,-0.004523147224073689,-0.002061670639987729
